Name,Gender,Age,City,State,Country,Join_Date,Income,Income_Group,Education,Marital_Status,Number_of_Children,Churn_Flag,customer_id
Daniel Powell,Female,59,East Staceyburgh,South Carolina,USA,5/23/2022,73087.17,Middle,Master's,Married,1,0,49980
Robert Long,Male,46,Normanville,Minnesota,USA,6/27/2022,52495.5,Lower-Middle,Master's,Married,2,0,49981
Kelly Myers,Male,41,Port Patrick,Pennsylvania,USA,6/25/2024,86360.64,Middle,Associate Degree,Married,1,1,49982
Valerie Mitchell,Female,30,North Bradleyshire,West Virginia,USA,4/25/2025,54460.71,Lower-Middle,Bachelor's,Single,2,0,49983
Jeffrey Peterson,Female,51,Rosaleschester,Nebraska,USA,11/13/2021,77667.73,Middle,Bachelor's,Married,1,0,49984
Nancy Herrera,Female,58,Olsonland,Maryland,USA,10/15/2022,97703.34,Upper-Middle,Master's,Widowed,2,0,49985
Misty Merritt,Female,43,Colemanfort,South Carolina,USA,5/28/2020,67337.49,Middle,Associate Degree,Widowed,1,0,49986
Jeffrey Cline,Female,42,Burnston,North Carolina,USA,8/13/2020,48740.28,Lower-Middle,PhD,Single,1,0,49987
Sue Spencer,Male,55,Cartershire,Indiana,USA,5/3/2021,51015.6,Lower-Middle,High School,Single,4,0,49988
Charles Scott,Female,44,Allisonmouth,Texas,USA,8/22/2021,45721.42,Lower-Middle,High School,Divorced,1,0,49989
Carol Maldonado,Female,56,Lake Brianland,Oklahoma,USA,7/11/2020,50101.95,Lower-Middle,High School,Divorced,1,0,49990
Miranda Lopez,Female,24,West Loriview,Iowa,USA,1/17/2022,49316.93,Lower-Middle,Bachelor's,Single,1,0,49991
Anna Lee,Male,61,Lake Stephanieburgh,California,USA,1/1/2024,96223.53,Upper-Middle,High School,Single,0,0,49992
Anne Garner,Male,35,West Rhonda,Kansas,USA,7/6/2021,48356.24,Lower-Middle,Bachelor's,Single,3,0,49993
Brad Mills,Male,31,Hillstad,Pennsylvania,USA,12/16/2024,62208.61,Middle,High School,Married,1,0,49994
Michael Sloan,Male,21,Stephanieview,Pennsylvania,USA,6/24/2021,66515.44,Middle,High School,Married,3,0,49995
Aaron Rhodes,Male,59,Williamsstad,Pennsylvania,USA,12/26/2022,65998.16,Middle,High School,Widowed,1,0,49996
Kayla Harris,Female,25,Karenborough,New Mexico,USA,4/21/2022,87322.06,Middle,Bachelor's,Widowed,1,0,49997
Dawn Fletcher,Female,70,Christyburgh,North Carolina,USA,7/29/2024,38244.93,Lower-Middle,Bachelor's,Single,1,1,49998
Taylor Thomas,Male,47,North Rhonda,New Hampshire,USA,8/25/2023,40749.85,Lower-Middle,Master's,Single,3,0,49999
Stephanie Glenn,Male,52,Lake Bonniebury,Florida,USA,10/3/2024,46168.85,Lower-Middle,High School,Married,1,1,50000
Mark Walton,Male,53,Hollandstad,Kentucky,USA,9/26/2022,81510.01,Middle,Bachelor's,Married,3,0,50001
Ronnie Smith,Female,37,Michaelland,Oregon,USA,3/27/2024,68112.55,Middle,Bachelor's,Widowed,1,0,50002
Lee Prince,Male,58,Johnmouth,Mississippi,USA,3/21/2023,89490.47,Middle,High School,Married,3,0,50003
April Medina,Male,69,South Sharon,Kansas,USA,10/7/2021,31316.68,Lower-Middle,PhD,Single,0,0,50004
Hector Castro,Male,40,Port Kelly,Rhode Island,USA,12/11/2023,69109.78,Middle,Bachelor's,Married,3,0,50005
Christina Chandler,Female,59,Lake Victormouth,North Carolina,USA,1/7/2023,66948.59,Middle,Bachelor's,Single,2,0,50006
Sherry Smith,Male,56,Lake Theodore,Utah,USA,12/12/2021,35490.45,Lower-Middle,Bachelor's,Married,2,0,50007
Jason Nguyen,Female,48,Laurentown,Michigan,USA,2/10/2021,66738.55,Middle,Bachelor's,Widowed,1,0,50008
Frederick Hernandez,Female,40,Port Michaelport,Oklahoma,USA,7/30/2024,67388.43,Middle,High School,Divorced,3,0,50009
Brandy Miller,Female,41,South Charlesville,Indiana,USA,12/9/2020,50321.15,Lower-Middle,High School,Single,1,1,50010
Lindsey Watts,Female,37,New Michaelburgh,West Virginia,USA,4/3/2024,67900.25,Middle,Bachelor's,Married,4,1,50011
Jennifer Guzman,Female,42,Davidhaven,Illinois,USA,7/7/2022,43646.19,Lower-Middle,Bachelor's,Divorced,1,0,50012
John Byrd,Male,74,Greeneside,Michigan,USA,5/12/2020,70998.54,Middle,High School,Single,0,0,50013
Melissa Ruiz DDS,Female,39,Woodardhaven,Connecticut,USA,12/10/2020,77815.42,Middle,Bachelor's,Single,3,0,50014
Timothy Hunt,Female,51,Lake Johnville,South Dakota,USA,1/16/2022,47458.88,Lower-Middle,Bachelor's,Married,0,0,50015
John Garcia,Female,38,Cherylchester,Arkansas,USA,12/24/2022,73892.34,Middle,Master's,Married,3,0,50016
Makayla Wright,Male,43,North Amyhaven,Tennessee,USA,12/29/2023,38097.93,Lower-Middle,Associate Degree,Single,0,1,50017
Donald Rodriguez,Female,26,Port Danastad,Alabama,USA,5/24/2021,61774.71,Middle,Bachelor's,Single,5,0,50018
Briana Garcia,Female,55,Port Brandonfurt,Louisiana,USA,6/23/2020,60672.17,Middle,Master's,Single,0,0,50019
Donald Travis,Female,50,Colemanton,New Jersey,USA,12/10/2021,54678.94,Lower-Middle,High School,Single,2,0,50020
Mrs. Sharon Henry,Male,39,Lake Kristine,Kentucky,USA,7/30/2024,54369.85,Lower-Middle,High School,Single,2,1,50021
Charles Woodard,Female,45,Christineberg,New York,USA,1/11/2022,84692.28,Middle,Bachelor's,Single,3,0,50022
Brandon Harris,Female,62,Danielborough,North Carolina,USA,5/17/2023,21330.99,Low,High School,Divorced,0,0,50023
Thomas Eaton,Female,23,Katherineside,New Jersey,USA,9/9/2024,83320.43,Middle,Bachelor's,Single,3,0,50024
Shelly Guerrero,Female,67,South Sarah,Minnesota,USA,10/1/2021,40404.11,Lower-Middle,Bachelor's,Married,3,0,50025
Brett Freeman,Female,43,East Donnashire,California,USA,12/17/2021,85609.24,Middle,High School,Married,4,0,50026
Andrew Ferrell,Female,61,South Tyler,Virginia,USA,1/2/2025,75165.43,Middle,Associate Degree,Married,2,1,50027
Adam Roman,Female,61,South Jennifer,South Carolina,USA,2/15/2021,65970.32,Middle,Bachelor's,Single,1,0,50028
Danielle Martinez,Male,24,Juanbury,Wyoming,USA,5/23/2020,78235.01,Middle,High School,Married,4,0,50029
Russell Reeves,Male,56,Chanfort,Mississippi,USA,1/20/2025,52864.91,Lower-Middle,Bachelor's,Married,5,1,50030
Duane Ortiz,Male,54,North Feliciastad,Pennsylvania,USA,12/29/2023,68180.79,Middle,Bachelor's,Single,1,0,50031
Debbie Taylor,Female,23,Stewartchester,Georgia,USA,5/18/2021,58058.58,Lower-Middle,High School,Single,2,0,50032
Derrick Allen,Male,68,Port Alexanderton,Nebraska,USA,1/28/2025,64828.4,Middle,PhD,Single,1,1,50033
Christopher Hernandez,Female,49,Jamesburgh,Louisiana,USA,3/28/2024,72860.22,Middle,Bachelor's,Widowed,2,0,50034
Carol Tran,Male,31,Port Douglasside,New Mexico,USA,12/14/2020,69026.02,Middle,High School,Widowed,1,0,50035
Candace Carlson,Male,28,Codyfort,Nevada,USA,1/21/2024,54165.62,Lower-Middle,Associate Degree,Single,1,1,50036
Emily Zuniga,Female,46,South Brandonton,Nebraska,USA,2/8/2025,61509.94,Middle,Bachelor's,Married,2,0,50037
Eric Sanchez,Female,25,Pierceburgh,Oregon,USA,7/12/2021,58131.52,Lower-Middle,High School,Single,1,0,50038
Emily Hanna,Female,31,New Adamfurt,Alabama,USA,11/19/2021,50351.96,Lower-Middle,Bachelor's,Married,3,0,50039
Michael Wood,Female,69,Port Harry,Connecticut,USA,6/4/2020,75663.07,Middle,Bachelor's,Divorced,1,0,50040
Barbara Morgan,Female,54,Graymouth,Massachusetts,USA,10/27/2020,79662.43,Middle,High School,Divorced,0,0,50041
John Castaneda,Male,49,Jamesfurt,Indiana,USA,6/16/2020,95497.67,Upper-Middle,Associate Degree,Divorced,2,0,50042
Angela Mcmahon,Female,33,Lake Tristanstad,Mississippi,USA,5/26/2024,49108.22,Lower-Middle,Associate Degree,Single,1,0,50043
Terry Sheppard,Male,33,Nathanfurt,Wyoming,USA,7/1/2024,76231.75,Middle,High School,Single,0,1,50044
Diane Vega,Male,42,Ramosmouth,Texas,USA,7/26/2022,65728.38,Middle,PhD,Married,2,0,50045
Justin Herman,Female,55,Emilyside,Alabama,USA,1/4/2023,55990.42,Lower-Middle,Associate Degree,Single,1,0,50046
David Aguirre,Male,18,Angelatown,Illinois,USA,6/17/2022,73162.92,Middle,Bachelor's,Married,1,0,50047
Michael Logan,Male,23,Port Andreaberg,Kentucky,USA,10/8/2021,60930.25,Middle,High School,Divorced,0,0,50048
Kelly Moss,Female,62,Michaelville,Colorado,USA,11/17/2024,58713.66,Lower-Middle,High School,Married,0,1,50049
Scott Kemp,Female,58,Smithtown,New Mexico,USA,5/18/2024,59221.22,Lower-Middle,Bachelor's,Married,2,0,50050
Brian Chase,Male,52,South Matthewburgh,Idaho,USA,7/2/2022,49450.11,Lower-Middle,Bachelor's,Single,2,0,50051
Geoffrey Montgomery,Male,44,West Kimberly,Indiana,USA,5/22/2021,79029.77,Middle,Bachelor's,Married,2,1,50052
Melissa Hill,Male,30,North Chaseburgh,New York,USA,2/2/2023,62407.89,Middle,Bachelor's,Widowed,2,0,50053
Robin Morris,Female,27,Port Erika,New Jersey,USA,8/31/2023,71838.45,Middle,Master's,Single,2,0,50054
Kayla James,Female,65,Lake Michael,New Mexico,USA,12/6/2020,84135.28,Middle,Associate Degree,Single,0,0,50055
Shawn Thomas PhD,Female,40,Saraberg,New Jersey,USA,2/2/2022,46600.68,Lower-Middle,High School,Single,2,0,50056
Miss Makayla Greer,Male,52,Port Kimberly,North Carolina,USA,3/17/2022,97531.68,Upper-Middle,High School,Single,1,0,50057
Adam Bradshaw,Female,43,Caitlinshire,Idaho,USA,4/15/2022,61482.25,Middle,Master's,Married,3,0,50058
Amanda Martin,Female,54,North Emilyhaven,Minnesota,USA,10/22/2020,66635.15,Middle,PhD,Married,1,0,50059
Phillip Castro,Male,32,Port Bruceborough,Florida,USA,11/10/2022,71862.85,Middle,Bachelor's,Single,5,1,50060
Laura Moody,Male,44,East Angelachester,Florida,USA,2/20/2025,46574.68,Lower-Middle,Associate Degree,Single,1,0,50061
Patricia Hernandez,Male,40,New Andrea,Rhode Island,USA,3/28/2022,47952.11,Lower-Middle,PhD,Married,3,0,50062
Michael Browning,Female,35,North Johntown,Michigan,USA,8/13/2022,56189.69,Lower-Middle,High School,Widowed,1,0,50063
Richard Garza,Female,48,East Thomas,Arkansas,USA,12/19/2021,61860.95,Middle,Bachelor's,Married,0,0,50064
Adrian Duncan,Female,45,North Williammouth,New Hampshire,USA,8/19/2022,47903.64,Lower-Middle,High School,Married,3,1,50065
Duane White,Female,44,Reevesmouth,Kentucky,USA,6/29/2023,39339.83,Lower-Middle,High School,Single,2,0,50066
Fernando Guzman,Female,48,Davisbury,Ohio,USA,1/2/2023,77325.87,Middle,High School,Married,0,0,50067
Jonathan Johnson,Female,29,Brownburgh,Arizona,USA,10/28/2023,43587.6,Lower-Middle,Bachelor's,Single,0,0,50068
Marie Torres,Female,40,Gutierrezstad,New Jersey,USA,8/19/2021,73721.35,Middle,Associate Degree,Single,0,0,50069
Keith Ortiz,Male,38,East Paige,Alaska,USA,11/7/2021,42142.65,Lower-Middle,Associate Degree,Single,2,0,50070
Dr. Ronald Elliott DDS,Female,56,North William,Virginia,USA,2/1/2021,49813.61,Lower-Middle,Bachelor's,Married,0,0,50071
Adrienne Bartlett,Female,22,Joshuafort,Louisiana,USA,8/30/2024,57356.97,Lower-Middle,High School,Married,1,0,50072
Angela Curry,Male,36,Watkinston,Tennessee,USA,5/7/2020,94264.26,Upper-Middle,Bachelor's,Married,3,0,50073
Amber Cohen,Male,66,Schmittside,Georgia,USA,12/30/2022,62861.72,Middle,High School,Single,2,0,50074
Benjamin Carroll,Male,37,South Dwayneshire,Ohio,USA,11/11/2024,64010.54,Middle,Master's,Married,2,0,50075
William Paul,Male,30,Lambertton,North Dakota,USA,12/26/2024,57915.1,Lower-Middle,Bachelor's,Married,2,0,50076
Jocelyn Payne,Female,55,Brownville,Colorado,USA,9/8/2020,46696.35,Lower-Middle,Bachelor's,Married,0,0,50077
Nicole Moyer,Female,23,Frenchside,New Hampshire,USA,7/13/2020,70228.89,Middle,Bachelor's,Widowed,2,0,50078
Daniel Burke,Male,42,East Charles,Rhode Island,USA,9/18/2024,60440.12,Middle,Associate Degree,Single,3,0,50079
Shane Munoz,Male,61,Port Johnnyburgh,New Hampshire,USA,12/11/2022,81095.48,Middle,Master's,Single,3,0,50080
Patrick Jones,Female,70,Brendamouth,Maryland,USA,11/14/2024,42750.11,Lower-Middle,High School,Married,3,0,50081
Michelle Mendoza,Male,35,East Andrewmouth,New Mexico,USA,8/12/2021,80130.23,Middle,Bachelor's,Married,1,0,50082
Andrew Powell,Male,37,Stevensport,West Virginia,USA,10/14/2022,63484.69,Middle,High School,Married,3,0,50083
Lisa Rosales,Female,47,North Jacob,Oregon,USA,8/17/2022,48187.88,Lower-Middle,High School,Married,4,0,50084
Brenda Smith,Male,34,Mooreborough,Connecticut,USA,1/23/2024,64592.68,Middle,High School,Married,2,0,50085
Anna Klein,Female,30,Taylorfort,Iowa,USA,6/8/2023,47772.96,Lower-Middle,Bachelor's,Single,1,0,50086
Catherine Harrell,Male,42,North Dawnchester,Nevada,USA,7/13/2020,77933.76,Middle,PhD,Single,4,0,50087
Kevin Davidson,Female,25,West James,Arizona,USA,8/22/2020,58282.24,Lower-Middle,Bachelor's,Single,2,0,50088
Michael Villegas,Male,64,West David,Virginia,USA,10/26/2022,47981.36,Lower-Middle,Bachelor's,Married,1,0,50089
James Peterson,Female,38,Moorebury,Colorado,USA,1/31/2021,51677.87,Lower-Middle,Bachelor's,Single,1,0,50090
Susan Hubbard,Female,38,Kyleland,Arkansas,USA,10/15/2020,48167.24,Lower-Middle,High School,Single,4,0,50091
Mark Rhodes,Male,57,Port Donald,North Dakota,USA,2/23/2021,83061.92,Middle,Bachelor's,Single,1,0,50092
Rebecca Sanchez,Male,39,Thomashaven,Ohio,USA,8/5/2023,43074.89,Lower-Middle,Bachelor's,Married,2,0,50093
Anthony Day,Male,55,Marktown,Delaware,USA,3/6/2025,58978.31,Lower-Middle,Bachelor's,Married,1,0,50094
Charles Becker,Male,32,Lake Sarah,Oregon,USA,8/15/2021,63858.89,Middle,Bachelor's,Widowed,1,0,50095
Kevin Andersen,Male,45,Turnertown,Tennessee,USA,4/23/2023,53391.03,Lower-Middle,High School,Single,2,0,50096
Kelli Cooper,Female,55,South Elizabeth,Vermont,USA,12/26/2022,39769.73,Lower-Middle,Bachelor's,Married,3,0,50097
Jesus Foster,Female,43,Ericburgh,South Carolina,USA,1/10/2022,91398.93,Upper-Middle,High School,Married,1,0,50098
Christine Hudson,Female,25,Johnsonhaven,Minnesota,USA,11/17/2020,55120.92,Lower-Middle,Bachelor's,Married,2,0,50099
William Garcia,Female,54,North Kenneth,Maine,USA,8/15/2023,40315.09,Lower-Middle,Master's,Single,3,0,50100
Marisa Carlson,Male,44,Brittanyview,Oregon,USA,1/18/2022,48332.56,Lower-Middle,Bachelor's,Married,1,0,50101
William Hines,Female,38,South Jennifer,Oklahoma,USA,2/3/2025,61803.92,Middle,Associate Degree,Married,2,0,50102
Kathleen Carpenter,Female,75,Port Denise,Wisconsin,USA,4/11/2023,57389.22,Lower-Middle,High School,Married,2,0,50103
Debra Chung,Female,62,Simonborough,Florida,USA,12/14/2023,38961.39,Lower-Middle,Bachelor's,Widowed,2,0,50104
Jesse Harris,Male,22,Walterfurt,California,USA,9/18/2022,64570.44,Middle,PhD,Single,0,0,50105
Joel Montoya,Male,48,Lisafort,Washington,USA,6/14/2021,42442.68,Lower-Middle,Master's,Married,4,1,50106
David Schneider,Female,39,Maddenmouth,Delaware,USA,1/21/2021,71612.94,Middle,Associate Degree,Married,2,0,50107
Lisa Curry,Male,22,New Tonya,Iowa,USA,11/1/2022,65834.33,Middle,Associate Degree,Single,2,0,50108
Christopher Shaw,Female,19,South Jenniferberg,Michigan,USA,5/12/2023,55487.61,Lower-Middle,Bachelor's,Single,2,0,50109
Mary Rogers,Male,47,Sarahshire,Idaho,USA,6/19/2022,108880.57,Upper-Middle,High School,Married,3,0,50110
Joseph Moran,Male,38,Lake Derek,New York,USA,4/6/2024,51552.32,Lower-Middle,Associate Degree,Single,1,0,50111
Jessica Henderson,Male,52,West Cheryl,Missouri,USA,5/4/2021,58196.36,Lower-Middle,Associate Degree,Married,5,0,50112
Jessica Mayo,Female,43,Port Michael,Illinois,USA,11/17/2024,83463.81,Middle,High School,Divorced,1,0,50113
Nicholas Mason,Male,55,Gregoryside,Ohio,USA,2/28/2024,71946.42,Middle,Bachelor's,Married,1,0,50114
Ricky Schmidt,Female,58,Ashleyberg,New Mexico,USA,6/25/2021,46531.06,Lower-Middle,Master's,Divorced,1,0,50115
Alicia Bentley,Male,50,Henrymouth,Hawaii,USA,11/8/2020,65800.5,Middle,Master's,Single,1,1,50116
Monica Rodriguez,Female,41,Velazquezbury,Vermont,USA,11/21/2021,75073.32,Middle,Bachelor's,Single,4,0,50117
Elizabeth Williams,Female,74,North Frank,Alabama,USA,6/6/2022,20420.41,Low,Bachelor's,Married,0,0,50118
Troy Wagner,Female,37,Rachaelmouth,Iowa,USA,9/3/2022,54093.05,Lower-Middle,PhD,Married,1,0,50119
Dominique Cook,Female,45,Eddiebury,Hawaii,USA,2/2/2023,87353.25,Middle,Associate Degree,Single,1,0,50120
Jesse Walker,Female,45,Princemouth,Virginia,USA,3/1/2021,49732.05,Lower-Middle,High School,Married,4,0,50121
Bradley Pennington,Female,42,Pagefort,Illinois,USA,5/1/2023,82267.73,Middle,Bachelor's,Divorced,2,0,50122
Scott Chan,Male,28,Robertburgh,Florida,USA,3/14/2021,48692.79,Lower-Middle,PhD,Married,0,0,50123
Samantha Butler,Female,39,Davidport,North Dakota,USA,2/2/2022,63250.12,Middle,High School,Single,1,0,50124
Teresa Anderson,Male,33,Thomasfurt,Alabama,USA,12/30/2023,61227.09,Middle,Bachelor's,Widowed,2,0,50125
Miranda Logan,Female,64,New Markside,Illinois,USA,6/22/2022,49064.9,Lower-Middle,Bachelor's,Married,2,0,50126
Kevin Rowland,Female,50,Sandersbury,New York,USA,11/19/2020,33699.31,Lower-Middle,High School,Divorced,1,0,50127
Kaitlin Jackson,Male,36,Matthewhaven,Oklahoma,USA,11/12/2021,72404.63,Middle,High School,Divorced,2,0,50128
Michael Benson,Female,47,Walterport,Delaware,USA,9/2/2024,51154.16,Lower-Middle,High School,Single,1,0,50129
Traci Clements,Male,61,Andrewsland,North Carolina,USA,9/6/2024,90481.22,Upper-Middle,Bachelor's,Single,1,0,50130
Jerome Rodgers,Female,68,Lesterfort,New Hampshire,USA,8/28/2023,55623.56,Lower-Middle,High School,Married,2,0,50131
Craig Baker,Male,25,Lake Sandra,Alaska,USA,8/27/2022,57921.64,Lower-Middle,Associate Degree,Married,3,0,50132
Mason Young,Male,57,North Paultown,New Mexico,USA,2/10/2022,67076.3,Middle,Associate Degree,Married,1,0,50133
Leah Holt,Female,71,Rodrigueztown,Utah,USA,4/11/2024,48640.33,Lower-Middle,High School,Widowed,0,0,50134
Jon Thompson,Male,43,Jennifertown,Indiana,USA,5/8/2021,59530.99,Lower-Middle,Bachelor's,Single,2,1,50135
Kevin Silva,Male,75,North Brentbury,Montana,USA,1/4/2022,35344.74,Lower-Middle,Master's,Single,0,0,50136
Aaron Stuart,Female,70,Hendersonton,Wisconsin,USA,11/16/2022,73361.99,Middle,Associate Degree,Single,1,0,50137
Amanda Mahoney,Female,50,Josephhaven,California,USA,9/21/2024,36711.11,Lower-Middle,High School,Divorced,1,0,50138
Samuel Baker,Female,60,Kennethmouth,Rhode Island,USA,8/8/2022,73079.02,Middle,Bachelor's,Single,2,0,50139
Benjamin Cole,Male,37,Lake Brandyfurt,Indiana,USA,8/15/2022,55079.78,Lower-Middle,Associate Degree,Single,1,1,50140
Mark Sanchez,Male,66,East Melissa,Wisconsin,USA,5/28/2024,50049.97,Lower-Middle,Associate Degree,Single,1,0,50141
Jason Jordan,Male,48,North Richardmouth,Colorado,USA,7/27/2024,53237.59,Lower-Middle,Master's,Married,4,0,50142
Donna Molina,Female,45,Kathleenton,Oregon,USA,1/21/2024,66829.37,Middle,Associate Degree,Married,3,0,50143
Kimberly Sanchez,Female,59,West Dylanport,Missouri,USA,1/12/2021,66326.87,Middle,High School,Married,2,0,50144
Natasha Lewis,Male,63,Lake David,Pennsylvania,USA,1/15/2025,53664.72,Lower-Middle,PhD,Single,0,0,50145
Debra Zimmerman,Female,52,New Darren,Iowa,USA,1/13/2022,47547.01,Lower-Middle,High School,Widowed,1,0,50146
Michael Wade,Female,20,Muellerberg,Colorado,USA,9/4/2021,42061.97,Lower-Middle,High School,Single,1,1,50147
Kimberly Taylor,Female,48,Port Whitneyshire,Idaho,USA,4/24/2023,24848.81,Low,Bachelor's,Single,1,0,50148
Daniel Russell,Female,59,Josephtown,Rhode Island,USA,2/2/2025,78601.01,Middle,High School,Widowed,1,0,50149
David Lowe DDS,Female,46,Juliebury,North Carolina,USA,2/20/2022,64533.73,Middle,Bachelor's,Married,0,0,50150
Nicole Terrell,Male,68,Port Madeline,North Carolina,USA,5/24/2022,78769.23,Middle,Associate Degree,Single,2,0,50151
Bradley Moody,Male,64,West Audreyfort,Kansas,USA,11/18/2020,74954.09,Middle,High School,Single,3,0,50152
Jenna Thomas,Female,45,Dyerchester,Montana,USA,5/11/2023,75418.02,Middle,High School,Married,2,0,50153
Sabrina Williams,Female,41,Morrisborough,Rhode Island,USA,7/12/2020,52814.46,Lower-Middle,Bachelor's,Divorced,1,0,50154
Emily Berry,Male,24,Johnsonburgh,Massachusetts,USA,3/18/2025,62311.51,Middle,Bachelor's,Married,4,0,50155
Heidi Edwards MD,Male,49,South Keithport,Minnesota,USA,2/1/2025,45183.8,Lower-Middle,High School,Married,1,0,50156
William Chapman,Male,36,Ortegaside,Montana,USA,11/11/2021,68557.21,Middle,Bachelor's,Married,6,0,50157
Brittany Brown,Male,51,South William,South Dakota,USA,8/16/2022,62578.61,Middle,Bachelor's,Married,1,0,50158
David Wells,Male,57,Morenohaven,New Hampshire,USA,12/15/2022,67335.05,Middle,Bachelor's,Single,4,0,50159
Joshua Boyer,Female,41,Moorebury,Maryland,USA,12/1/2022,58435.3,Lower-Middle,High School,Divorced,2,0,50160
Jay Walker,Male,19,Romerohaven,Arkansas,USA,11/12/2022,77174.18,Middle,Bachelor's,Single,1,0,50161
Jeffrey Jones,Male,61,New Shelbyfurt,Hawaii,USA,1/1/2023,52340.35,Lower-Middle,Associate Degree,Married,0,0,50162
Thomas Davies,Male,46,Kimville,Arizona,USA,3/21/2021,45756.39,Lower-Middle,Bachelor's,Divorced,0,0,50163
Corey Higgins,Male,37,Williamburgh,Oklahoma,USA,9/25/2024,82711.57,Middle,Bachelor's,Widowed,0,0,50164
Daniel Garcia,Female,49,Abbottmouth,Hawaii,USA,7/11/2022,68203.15,Middle,Bachelor's,Single,0,0,50165
Jessica Rowe,Female,51,Williamfort,Idaho,USA,2/26/2024,54853.74,Lower-Middle,Bachelor's,Married,3,0,50166
John Case,Male,30,New Erinport,Hawaii,USA,6/6/2022,35591.54,Lower-Middle,Associate Degree,Married,0,0,50167
John Gregory Jr.,Male,50,Davidshire,Tennessee,USA,12/27/2024,53592.28,Lower-Middle,High School,Married,0,0,50168
Gabriel Marquez,Female,36,Lake Melanie,Florida,USA,5/27/2024,27271.34,Low,Bachelor's,Married,2,0,50169
Mark Vaughan,Male,58,Davidfort,Hawaii,USA,6/13/2021,46027.65,Lower-Middle,Bachelor's,Married,1,0,50170
Kevin Edwards,Male,69,North Mary,New Hampshire,USA,6/30/2023,53071.33,Lower-Middle,High School,Single,3,0,50171
Jennifer Whitney,Female,27,Gregorymouth,Hawaii,USA,11/4/2021,69734.35,Middle,Bachelor's,Married,1,0,50172
Luis Gray,Female,66,North Robinmouth,Arkansas,USA,1/5/2021,59701.26,Lower-Middle,Bachelor's,Single,1,0,50173
Tiffany Fisher,Male,65,East Brittany,Hawaii,USA,4/4/2022,47007.65,Lower-Middle,Associate Degree,Widowed,1,0,50174
Glen Yang,Male,39,Lake Phillipburgh,Delaware,USA,8/30/2023,77886.83,Middle,Master's,Married,0,0,50175
Victoria Powers,Female,21,South Laurachester,Texas,USA,12/8/2022,43762.67,Lower-Middle,Bachelor's,Single,0,0,50176
Susan Barron,Female,50,North Marcus,Michigan,USA,3/24/2021,30002.51,Lower-Middle,High School,Single,0,0,50177
Andrew Mitchell,Female,39,West Ryanstad,Massachusetts,USA,8/22/2021,73147.99,Middle,Associate Degree,Married,2,0,50178
Matthew Hogan,Male,32,Hoganmouth,Maryland,USA,4/4/2024,53189.94,Lower-Middle,Bachelor's,Widowed,1,0,50179
Nina Nguyen,Male,27,Davisstad,South Dakota,USA,9/10/2021,71005.43,Middle,Bachelor's,Married,2,0,50180
Adam Camacho,Male,32,Lauramouth,Wyoming,USA,3/14/2021,48442.85,Lower-Middle,High School,Single,0,0,50181
Michaela May,Female,34,Port Rebeccaview,Massachusetts,USA,8/13/2020,48633.12,Lower-Middle,Associate Degree,Widowed,4,1,50182
Lori Mcmahon,Male,57,Fitzpatrickmouth,California,USA,6/12/2024,41786.56,Lower-Middle,Associate Degree,Widowed,0,0,50183
Victor Young,Female,56,West Adamburgh,Rhode Island,USA,11/25/2023,62838.31,Middle,PhD,Married,3,0,50184
Robert Clark,Male,44,West Elijah,Tennessee,USA,12/25/2020,70272.6,Middle,Bachelor's,Married,1,0,50185
Jim Salazar,Female,46,West Shannon,Ohio,USA,6/13/2022,74506.78,Middle,Bachelor's,Single,0,0,50186
Anna Frye,Male,66,East David,Connecticut,USA,12/28/2021,82115.64,Middle,Associate Degree,Single,3,0,50187
Ashley Pollard,Female,65,Stephanieshire,Maryland,USA,3/25/2024,67810.93,Middle,High School,Married,4,0,50188
Diane Reid,Female,59,East Joseph,Maine,USA,4/3/2022,44827.07,Lower-Middle,Bachelor's,Married,2,0,50189
George Campbell,Female,40,Kevinbury,New Mexico,USA,4/5/2025,79224.75,Middle,Associate Degree,Divorced,3,0,50190
Gregory Barnes,Female,40,Macdonaldbury,Kentucky,USA,9/8/2021,62291.47,Middle,Bachelor's,Single,2,0,50191
Steve Davis,Male,63,North Sean,Tennessee,USA,3/6/2023,73250.04,Middle,Bachelor's,Single,1,0,50192
Elizabeth Lozano,Female,67,Erinstad,Colorado,USA,6/11/2022,53870.79,Lower-Middle,Bachelor's,Married,4,0,50193
Marissa Griffith,Male,57,Shepardbury,Indiana,USA,7/28/2022,62115.99,Middle,PhD,Single,4,0,50194
Christopher Perez,Male,55,West Bradborough,Nebraska,USA,11/8/2023,62053.67,Middle,Bachelor's,Single,0,0,50195
Seth Dickerson,Female,46,Lake Jacobtown,Nebraska,USA,2/3/2024,43542.46,Lower-Middle,Bachelor's,Single,2,1,50196
Mr. David Webster,Female,38,South Jennifer,South Dakota,USA,4/26/2021,33145.81,Lower-Middle,Associate Degree,Divorced,2,0,50197
Alejandro Schmidt,Male,34,New Jonathonborough,Alabama,USA,1/4/2025,53713.19,Lower-Middle,High School,Married,4,1,50198
Tammy Williamson,Male,29,Port Emilyberg,Missouri,USA,8/25/2022,81923.64,Middle,PhD,Single,0,0,50199
Sherry Tucker,Male,54,West Christinashire,North Dakota,USA,4/19/2025,55826.09,Lower-Middle,High School,Married,0,0,50200
